date,stress_index,expected_stress,unexplained_stress,total_flights,avg_cancel_rate,avg_dep_delay,ES_return,ZN_return,CL_return,signal_raw,signal_z,position,strategy_return,cum_strategy,cum_buyhold
2021-01-01,5.469947504880498,5.951996823135442,-0.48204931825494446,3687,0.03215952787512793,7.145492610866519,-0.006585660273326,-0.0002859527742041,0.0010136673323894,,,0,-0.0,1.0,0.993414339726674
2021-01-04,6.4206664833151,5.951996823135442,0.4686696601796575,4680,0.0062402943297871,10.354519930638498,-0.0022725477586686,0.0015272642581707,-0.0015450394487984,,,0,-0.0,1.0,0.991156758195499
2021-01-05,0.9262335894303027,5.951996823135442,-5.025763233705139,3698,0.00345990940165542,0.8979638962288382,-0.0013341346351113,-0.0068322657868181,0.009138917722767,5.951996823135442,,0,-0.0,1.0,0.9898344216355657
2021-01-06,1.2140645690975695,5.951996823135442,-4.737932254037872,3684,0.00041878445128498004,1.2959407158285523,-0.0024647496055983,0.000730707388012,-0.0145542141705897,5.951996823135442,,0,-0.0,1.0,0.9873947276352318
2021-01-07,-0.05920441436197423,5.951996823135442,-6.011201237497416,4191,0.00130799244859502,-0.8217850090829609,-0.011950757437966,0.0062080578468877,-0.0119596336217538,5.951996823135442,,0,-0.0,1.0,0.9755946127497367
2021-01-08,2.7362082938877004,5.951996823135442,-3.2157885292477415,4243,0.0112832054531249,3.3829830644232017,-0.0124569258115005,0.0022465961816975,0.0263266461847532,5.951996823135442,,0,-0.0,1.0,0.9634417030366137
2021-01-11,-0.161691859995575,5.951996823135442,-6.113688683131017,4097,0.00278054667644575,-1.0995590592430706,-0.0135924374293178,0.0070929333066809,-0.0077158283642163,5.951996823135442,,0,-0.0,1.0,0.9503461819712932
2021-01-12,-0.7939838782604438,5.951996823135442,-6.745980701395885,3482,0.00085939400197539,-2.114953619541963,0.0008473398512847,0.0021639637536311,-0.0422521271111436,5.951996823135442,,0,0.0,1.0,0.9511514481637937
2021-01-13,2.2543691402713524,5.951996823135442,-3.697627682864089,3541,0.00104376908564609,3.0233312077661623,0.0067404414326044,-0.0043617820189278,0.0106318122774024,5.951996823135442,,0,0.0,1.0,0.9575626287936787
2021-01-14,-0.5372335128547167,5.951996823135442,-6.489230335990159,4192,0.00439361504463303,-1.8220132841465926,-0.0110370096235224,0.0038244846141133,0.0191380638641974,5.951996823135442,,0,-0.0,1.0,0.9469940008445574
2021-01-15,0.9116223990065686,5.951996823135442,-5.040374424128873,4272,0.004497960503485171,0.6449789335690043,-0.0183562757423988,-0.0055277117014609,0.018561025986117,5.951996823135442,,0,-0.0,1.0,0.9296107178386572
2021-01-18,-0.19220920892653576,5.951996823135442,-6.144206032061978,4092,0.00075697440322116,-1.0613141428818074,-0.010598978239367,-0.0009706114059801,-0.0136267929826069,5.951996823135442,,0,-0.0,1.0,0.919757794069203
2021-01-19,-0.49176214760208614,5.951996823135442,-6.4437589707375285,3489,0.00168731852468612,-1.6392509221541012,0.017131687552336,-0.0015314043085605,0.0001943148732331,5.951996823135442,,0,0.0,1.0,0.9355147972210224
2021-01-20,-0.795033081223409,5.951996823135442,-6.747029904358851,3540,0.00275950068316705,-2.3251557631179054,-0.0038582492501141,-0.0033409205500644,0.0116250176959233,5.951996823135442,,0,-0.0,1.0,0.9319053479561737
2021-01-21,-1.2483658584659445,5.951996823135442,-7.200362681601386,4201,0.00339328317336957,-3.1219617508876505,-0.0020571526320179,0.0116389027455269,0.0215259956795759,5.951996823135442,,0,-0.0,1.0,0.9299882764168341
2021-01-22,-0.6525268016013999,5.951996823135442,-6.604523624736842,4256,0.00334513350128132,-2.151580843675653,-0.0100634693219072,-0.0001177697539116,0.0107389474816805,5.951996823135442,,0,-0.0,1.0,0.92062936792738
2021-01-25,2.2125189705448616,5.951996823135442,-3.7394778525905807,4100,0.026169383086894187,2.037073253909232,0.0071870521424424,0.0088870173209909,0.0172678351330233,5.951996823135442,,0,0.0,1.0,0.9272459791985379
2021-01-26,1.8046298791982927,5.951996823135442,-4.147366943937149,3438,0.0077354792828429305,1.929808893886302,-0.0017447808847268,0.0018503285346851,-0.0162727149473479,5.951996823135442,,0,-0.0,1.0,0.9256281381385925
2021-01-27,-0.32044248926455465,5.951996823135442,-6.272439312399997,3536,0.00427151734643676,-1.5624511740195206,-0.0083962749771016,-0.0042663048342943,-0.0501800112305872,5.951996823135442,,0,-0.0,1.0,0.9178563097642383
2021-01-28,1.0246357441976244,5.951996823135442,-4.9273610789378175,4193,0.025561799206486092,-0.30139469387211315,-0.0123460595087182,-0.0020603728282657,0.0231968369617786,5.951996823135442,,0,-0.0,1.0,0.9065244011434365
2021-01-29,1.429979394135729,5.951996823135442,-4.522017428999713,4261,0.00533961819208676,1.4747775007893273,0.0049185760963168,-0.0003846091495285,-0.0205721401453539,5.951996823135442,,0,0.0,1.0,0.9109832103936285
2021-02-01,18.345176728783912,6.675607077173399,11.669569651610512,4138,0.1390069070873438,26.912360465305618,0.0031259636563873,-0.0016881125284699,-0.0037974214758936,5.951996823135442,,0,0.0,1.0,0.9138309108008981
2021-02-02,5.247081523134427,6.675607077173399,-1.428525554038972,3468,0.06711514609915437,5.244628744133607,-0.0145805342381321,-0.0015091781187266,0.0179468161147434,5.951996823135442,,0,-0.0,1.0,0.9005067679181021
2021-02-03,-0.14186140678154058,6.675607077173399,-6.81746848395494,3554,0.00606208765791076,-1.2129174738989623,0.0148671184305872,0.0027994537174902,0.0006736757190349,6.675607077173399,2.846049894151542,-1,-0.0148671184305872,0.9851328815694128,0.9138947086842859
2021-02-04,1.8896183232123136,6.675607077173399,-4.785988753961085,4215,0.02452961197859263,1.2451846177552295,-0.0074411224941934,0.0016960812714165,0.0156222054690414,6.675607077173399,1.8973665961010286,-1,0.0074411224941934,0.9924633760142286,0.907094306210171
2021-02-05,1.5196403392168572,6.675607077173399,-5.1559667379565415,4287,0.00690709382414325,1.8305369001054619,-0.0260992859561525,0.0031510915035004,0.0543804728286362,6.675607077173399,1.4491376746189428,-1,0.0260992859561525,1.0183659614658325,0.8834197925231939
2021-02-08,2.0799671782345954,6.675607077173399,-4.595639898938804,4146,0.006215560700511781,2.6875987123095917,0.0185222293821457,0.0075441146915335,0.0122449843626813,6.675607077173399,1.1618950038622244,-1,-0.0185222293821457,0.999503553532593,0.899782696561036
2021-02-09,1.3524890279137256,6.675607077173399,-5.323118049259674,3496,0.00541317558433272,1.4289668714116748,-0.0007880162586681,-0.0025786742257682,-0.0157534262470111,6.675607077173399,0.9486832980505143,0,-0.0,0.999503553532593,0.8990736531668777
2021-02-10,2.492709290372729,6.675607077173399,-4.18289778680067,3576,0.01300402989369907,3.209229771621967,0.0053165141984582,0.0055180294235751,-0.0317744042658864,6.675607077173399,0.7745966692414826,0,0.0,0.999503553532593,0.903853591009399
2021-02-11,6.559406779075371,6.675607077173399,-0.11620029809802786,4374,0.01016105728506197,10.181474065044046,0.0204830058963804,0.0067602241703122,0.0151466908504036,6.675607077173399,0.6210590034081168,0,0.0,0.999503553532593,0.922367229443509
2021-02-12,4.769844903651332,6.675607077173399,-1.9057621735220664,4495,0.00888340886534319,7.349028158546732,-0.0116393380204412,0.0062734442816487,0.0020382295113162,6.675607077173399,0.4743416490252591,0,-0.0,0.999503553532593,0.9116314854810382
2021-02-15,22.03860443549816,6.675607077173399,15.181578025612989,4409,0.29162502237493876,26.634915111359497,0.0057482978727146,-0.0087977902917451,-0.0303394436991838,6.675607077173399,0.3162277660168431,0,0.0,0.999503553532593,0.9168718148097285
2021-02-16,13.110995613744283,6.675607077173399,6.25396920385911,3682,0.25767971082036106,13.006201952438891,0.0139632979960212,0.0090587537192029,0.0258516464406661,6.675607077173399,,0,0.0,0.999503553532593,0.9296743691840694
2021-02-17,13.505609191703783,6.675607077173399,6.830002114530385,3744,0.21861956454197987,11.520825112377123,-0.0109680364724901,-0.0033050407286619,0.0160850768951988,6.675607077173399,,0,-0.0,0.999503553532593,0.9194776667953193
2021-02-18,19.4926492124421,6.675607077173399,12.817042135268704,4415,0.1876249090292544,24.413042834755363,0.0180357780258038,-0.0094573095169396,6.255213545423009e-05,6.675607077173399,,0,0.0,0.999503553532593,0.9360611618933237
2021-02-19,6.116360603130568,6.675607077173399,-0.5592464740428316,4487,0.07623974500903873,5.981952476885492,-0.0163706091086525,0.0085958969299434,0.0484468097654601,6.675607077173399,,0,-0.0,0.999503553532593,0.920737270510177
2021-02-22,0.868986681449423,6.675607077173399,-5.806620395723977,4370,0.00302736854961366,0.7450209723188703,-0.00049178068472,0.002240722532527,0.0229176134570455,6.675607077173399,,0,-0.0,0.999503553532593,0.9202844697048382
2021-02-23,-0.9370946455433901,6.675607077173399,-7.612701722716788,3659,0.00183948383284313,-2.4324307697633047,-0.0122758730034619,0.0024594400387001,-0.0214015611278433,6.675607077173399,,0,-0.0,0.999503553532593,0.9089871744276834
2021-02-24,0.6228831657718625,6.675607077173399,-6.052723911401536,3730,0.00138473260311004,0.339933193510001,0.0089099688866296,-0.0019402887208593,0.02614781400798,6.675607077173399,,0,0.0,0.999503553532593,0.9170862218701794
2021-02-25,1.778010321153047,6.675607077173399,-4.897596756020352,4401,0.0026305577108142997,2.438993669199811,-0.0115339571812418,0.0008851024436134,0.0056400138350213,6.675607077173399,,0,-0.0,0.999503553532593,0.9065085886556219
2021-02-26,1.0244691705266515,6.675607077173399,-5.651137906646747,4488,0.0005586592178770899,1.2298080786754355,-0.0068464899330967,-0.0009771917760268,0.0420035499563387,6.675607077173399,,0,-0.0,0.999503553532593,0.9003021867291255
2021-03-01,1.3712423558619065,6.492610939316523,-5.121368583454617,4374,0.0027889493122543,1.8021879415953213,-0.0097394887192335,-0.0035250621763858,0.0212507071465332,6.675607077173399,,0,-0.0,0.999503553532593,0.891533703737576
2021-03-02,-0.2487569880142222,6.492610939316523,-6.741367927330747,3753,0.00323181071644634,-1.3165903436047708,-0.0138933048442148,-0.0001500089306079,0.0109859203441928,6.675607077173399,,0,-0.0,0.999503553532593,0.879147354212658
2021-03-03,0.03545901800283553,6.492610939316523,-6.457151921313688,3832,0.00068269102275829,-0.7084530900169017,-0.0086949837806092,0.0003113922238924,0.0097201918150517,6.492610939316523,-2.8460498941515535,0,-0.0,0.999503553532593,0.8715031822270135
2021-03-04,0.3864686493503179,6.492610939316523,-6.106142289966206,4876,0.00091752467007489,-0.0720272663966548,5.594117181928265e-06,-0.0068829570531051,-0.0258031866431819,6.492610939316523,-1.8973665961010358,0,0.0,0.999503553532593,0.8715080575179394
2021-03-05,0.6646274501698594,6.492610939316523,-5.827983489146664,4945,0.00368823861302034,0.3187255188490904,-0.0008235423071192,8.863648287972645e-05,-0.0110276036425385,6.492610939316523,-1.4491376746189468,0,-0.0,0.999503553532593,0.870790333761578
2021-03-08,-0.06049933957153046,6.492610939316523,-6.553110278888054,5049,0.0034493307170799297,-1.0021511828862788,-0.0020428898439464,-0.0092150182137538,0.0049305011055666,6.492610939316523,-1.1618950038622335,0,-0.0,0.999503553532593,0.8690114050325297
2021-03-09,-0.30946403575135173,6.492610939316523,-6.802074975067876,4331,0.0037597538077983493,-1.4443459418070503,-0.0075941513273962,0.009399574010478,-0.0299257675217737,6.492610939316523,-0.9486832980505188,0,-0.0,0.999503553532593,0.8624120009174795
2021-03-10,-0.23244405782136862,6.492610939316523,-6.725054997137893,4475,0.00187075808406401,-1.099935745768871,-0.0035009066218497,-0.000898653336258,0.0107603399314148,6.492610939316523,-0.7745966692414951,0,-0.0,0.999503553532593,0.8593927770327049
2021-03-11,1.367001503960544,6.492610939316523,-5.12560943535598,5200,0.00272344753970237,1.6916369946967702,-0.0188440800254679,-0.0054489522042686,-0.0162377736224698,6.492610939316523,-0.6210590034081283,0,-0.0,0.999503553532593,0.8431983107689915
2021-03-12,3.6504608668629652,6.492610939316523,-2.842150072453559,5239,0.00132101327332269,5.68653847507705,-0.0078453531150858,0.002294846934288,-0.0083109008778487,6.492610939316523,-0.47434164902526343,0,-0.0,0.999503553532593,0.8365831222749649
2021-03-15,15.5252965535005,6.492610939316523,9.032685614183972,5184,0.09605210503293218,21.513624641041204,-0.002148542580346,-0.0039897956583319,0.0159557844814806,6.492610939316523,-0.31622776601685637,0,-0.0,0.999503553532593,0.8347856878147583
2021-03-16,2.718088091214459,6.492610939316523,-3.774522848102065,4615,0.00927927616091814,3.4070178102444104,0.0043280458449372,-0.0005441679668718,-0.0117335467691304,6.492610939316523,,0,0.0,0.999503553532593,0.8383986785423181
2021-03-17,8.523508838917605,6.492610939316523,2.0308978996010807,4729,0.0383186522332665,12.094143583523017,0.0025765497926186,0.0020228074083518,0.0106471000962796,6.492610939316523,,0,0.0,0.999503553532593,0.8405588544836481
2021-03-18,7.559834479552019,6.492610939316523,1.067223540235496,5250,0.02278192424060383,11.221325631553713,-0.0142641307613057,-0.0053192674036264,0.0034841074300185,6.492610939316523,,0,-0.0,0.999503553532593,0.82856901307072
2021-03-19,1.256228275813356,6.492610939316523,-5.236382663503168,5259,0.00106677904098314,1.6296733336900577,0.0060307663741498,0.0092998870339369,-0.0227289164800159,6.492610939316523,,0,0.0,0.999503553532593,0.8335659192134094
2021-03-22,2.1266636629096523,6.492610939316523,-4.365947276406871,5201,0.01331512296524488,2.4846937186539777,0.0024806210144462,0.009717763224953,0.0200241714766144,6.492610939316523,,0,0.0,0.999503553532593,0.8356336803495362
2021-03-23,0.39257566456230963,6.492610939316523,-6.100035274754214,4634,0.00178086145374035,0.04845069824784578,0.0178472428905151,-0.0029098861653694,0.020873845528679,6.492610939316523,,0,0.0,0.999503553532593,0.8505474376102296
2021-03-24,0.8785550379878717,6.492610939316523,-5.614055901328652,4750,0.00392285074978247,0.8012175189863923,-0.0171831185025148,-0.0059914772899037,0.0221848503479301,6.492610939316523,,0,-0.0,0.999503553532593,0.8359323801977627
2021-03-25,3.8155107086600593,6.492610939316523,-2.677100230656464,5258,0.0010705782001816599,6.093929031815575,-0.0010597764781274,-0.0029390140271976,0.0423301904757955,6.492610939316523,,0,-0.0,0.999503553532593,0.8350464787239241
2021-03-26,2.24279428339078,6.492610939316523,-4.249816655925744,5268,0.00142174790690736,3.2738378464081466,0.0133150539341927,-0.0028524590736221,-0.0084578614108604,6.492610939316523,,0,0.0,0.999503553532593,0.8461651676256908
2021-03-29,2.704654595355445,6.492610939316523,-3.787956343961079,5210,0.00130478915540337,4.024695493408516,-0.0025540023615494,0.0050501984184299,-0.0422652517095372,6.492610939316523,,0,-0.0,0.999503553532593,0.844004059789314
2021-03-30,1.0785433656237084,6.492610939316523,-5.414067573692815,4666,0.0016550816019694301,1.3006000651362348,-0.0103669481254012,-0.0028608267081515,-0.0140825620794557,6.492610939316523,,0,-0.0,0.999503553532593,0.8352543134838503
2021-03-31,1.3173956531705964,6.492610939316523,-5.175215286145927,4772,0.00178306640142952,1.5944405745633445,-0.0090683725896192,-0.006170485608565,0.0215615486470132,6.492610939316523,,0,-0.0,0.999503553532593,0.8276799161620921
2021-04-01,3.049858786674448,7.799995100258369,-4.75013631358392,5268,0.0021268289729327703,4.7850056866675335,0.0105507434557965,-5.876027421648788e-05,-0.0010818535635326,6.492610939316523,,0,0.0,0.999503553532593,0.8364125546210336
2021-04-02,1.5128365690010537,7.799995100258369,-6.287158531257314,5328,0.0012480500207585799,2.011785305476315,-0.018245332289471,-0.0076201299691695,-0.0306976715147877,6.492610939316523,,0,-0.0,0.999503553532593,0.8211519296308876
2021-04-05,0.9862384827154772,7.799995100258369,-6.813756617542891,5320,0.00271556707563722,1.0233814952520084,-0.0030521862719471,0.0048666860857892,-0.0364436939190899,7.799995100258369,2.846049894151541,-1,0.0030521862719471,1.0025542245574475,0.8186456209840852
2021-04-06,0.5273002695345244,7.799995100258369,-7.272694830723845,4562,0.00025510204081632,0.294985027115763,-0.0104685000805816,0.0029777964530558,0.0312755189530007,7.799995100258369,1.8973665961010289,-1,0.0104685000805816,1.0130494635380145,0.8100756292348456
2021-04-07,1.1233910631190498,7.799995100258369,-6.6766040371393185,4665,0.00038813899279015,1.2950564509687248,-0.0088263064560402,-0.0033919091233275,0.0138793926429216,7.799995100258369,1.4491376746189446,-1,0.0088263064560402,1.021990948558328,0.8029256534786492
2021-04-08,1.5304552209931814,7.799995100258369,-6.269539879265187,5328,0.00031749600319744,2.0803357157963935,0.0058447244226547,-0.0027263626797062,-0.0105856996510042,7.799995100258369,1.1618950038622253,-1,-0.0058447244226547,1.0160176931015572,0.8076185326551119
2021-04-09,2.8480261958679245,7.799995100258369,-4.951968904390443,5342,0.00200704075995457,4.347653412975559,-0.0044885429259948,0.0011161901721957,0.0415746981756608,7.799995100258369,0.9486832980505148,0,-0.0,1.0160176931015572,0.8039935022034604
2021-04-12,4.311551710152329,7.799995100258369,-3.488443390106039,5286,0.01038281685748965,6.428495186065189,0.0030885482959464,-0.0056613019157624,0.058458466768467,7.799995100258369,0.7745966692414838,0,0.0,1.0160176931015572,0.8064766749646429
2021-04-13,0.6001954174189196,7.799995100258369,-7.1997996828394495,4438,0.00056566455696202,0.4902881343463347,-0.0147341725442516,-0.0040244355519015,0.02287278855395,7.799995100258369,0.6210590034081204,0,-0.0,1.0160176931015572,0.7945939084827995
2021-04-14,1.2617446841481608,7.799995100258369,-6.538250416110207,4517,0.00102965747702589,1.5132914448938153,0.0109396438289843,-0.0016174958560496,0.0172305887522459,7.799995100258369,0.4743416490252582,0,0.0,1.0160176931015572,0.8032864828302819
2021-04-15,3.1619421320972854,7.799995100258369,-4.638052968161083,5316,0.0031697927603265,4.627993983795057,0.0034400715832586,-0.0070379048831313,0.0121765688040062,7.799995100258369,0.31622776601684105,0,0.0,1.0160176931015572,0.806049845833082
2021-04-16,5.560034502343237,7.799995100258369,-2.2399605979151316,5317,0.00336574631830868,8.669476987445657,0.0154250640333477,-0.0025561772092388,0.019180776832446,7.799995100258369,,0,0.0,1.0160176931015572,0.8184832163191275
2021-04-19,3.4000507800755457,7.799995100258369,-4.399944320182823,5274,0.00543867497136473,5.114537911772552,-0.0044599393582569,-0.0055770274114015,0.04334880176905,7.799995100258369,,0,-0.0,1.0160176931015572,0.814832830808593
2021-04-20,0.802276965803264,7.799995100258369,-6.997718134455104,4420,0.00026246719160104,0.7401776785655105,0.0060081530206018,0.0068242952578029,-0.0210164265100819,7.799995100258369,,0,0.0,1.0160176931015572,0.8197284711423012
2021-04-21,1.2733420661801076,7.799995100258369,-6.526653034078261,4529,0.00069687414057509,1.7108665698648315,0.0103863334272121,-0.0025099637456582,-0.0068436995071634,7.799995100258369,,0,0.0,1.0160176931015572,0.8282424443633639
2021-04-22,1.7035716386275042,7.799995100258369,-6.096423461630865,5323,0.00022624434389140001,2.4676536822957558,0.0056443956168392,-0.0049769478702632,-0.0007477911869127,7.799995100258369,,0,0.0,1.0160176931015572,0.8329173723860087
2021-04-23,3.8432491168642757,7.799995100258369,-3.956745983394092,5322,0.0132015719743658,5.4131958117588,0.0210150768769625,0.0030514446630137,0.0130357907870913,7.799995100258369,,0,0.0,1.0160176931015572,0.8504211949988584
2021-04-26,1.399363917927006,7.799995100258369,-6.400631182331362,5286,0.00038473568970909,1.8570687781331987,-0.0193186191573349,-0.0034624295251077,0.0348393648869066,7.799995100258369,,0,-0.0,1.0160176931015572,0.8339922318093498
2021-04-27,1.72940686197115,7.799995100258369,-6.070588238287218,4421,0.00150250098236083,2.1424564347990427,0.003206262131407,-0.006067654077164,0.0097762764066486,7.799995100258369,,0,0.0,1.0160176931015572,0.8366662295200877
2021-04-28,2.532649238605131,7.799995100258369,-5.267345861653237,4529,0.00012422360248447,3.729260592333271,-0.0044806720249657,0.0042428590897122,0.0139986332382473,7.799995100258369,,0,-0.0,1.0160176931015572,0.8329174025512436
2021-04-29,1.8237360203901525,7.799995100258369,-5.976259079868216,5316,0.00038845091301124,2.6180413236382956,-0.0051973622323717,-0.0018831657038178,0.0152221019581505,7.799995100258369,,0,-0.0,1.0160176931015572,0.8285884291005386
2021-04-30,3.8884245431744704,7.799995100258369,-3.9115705570838974,5174,0.00115204834125471,5.997438385856814,0.0180687653252475,0.0041319309174434,0.0005993540399089,7.799995100258369,,0,0.0,1.0160176931015572,0.8435599989771718
2021-05-03,8.395932945811918,5.54252789068503,2.8534050551268875,5264,0.0067151594427734594,13.577427729962796,-0.0068679474534747,-0.0003625684352309,-0.008795782110735,7.799995100258369,,0,-0.0,1.0160176931015572,0.8377664732303434
2021-05-04,7.6843764900437606,5.54252789068503,2.14184859935873,4402,0.00867892112965994,12.071227122839147,0.0106468800108143,0.0004395129969329,0.0019009865214683,7.799995100258369,,0,0.0,1.0160176931015572,0.8466860723479099
2021-05-05,2.3234610966344094,5.54252789068503,-3.219066794050621,4662,0.0006254363506829599,3.2028742817111757,-0.0123065669943911,0.0026446749264177,-0.0141804886333105,5.54252789068503,-2.8460498941515415,0,-0.0,1.0160176931015572,0.8362662734753424
2021-05-06,2.9924778392300246,5.54252789068503,-2.5500500514550053,5583,0.00062786900404326,4.647967367993827,0.0131674370420832,-0.0036407746946086,-0.0134328151928426,5.54252789068503,-1.8973665961010284,0,0.0,1.0160176931015572,0.8472777569817465
2021-05-07,2.687074023693408,5.54252789068503,-2.855453866991622,5622,0.0006995422829620699,4.066329453939483,-0.0003554924436904,-0.0040080369813157,0.00804298782418,5.54252789068503,-1.449137674618943,0,-0.0,1.0160176931015572,0.8469765561414325
2021-05-10,6.086021017840142,5.54252789068503,0.5434931271551122,5685,0.020575013169862523,9.027619053099544,-0.0027787829986479,0.0057020124353926,-0.0101369799298133,5.54252789068503,-1.161895003862225,0,-0.0,1.0160176931015572,0.8446229920869734
2021-05-11,11.474342079649647,5.54252789068503,5.9318141889646165,5066,0.03849914412325474,17.799492015487175,-0.0180567885574103,0.0027024635224842,0.040867666700274,5.54252789068503,-0.9486832980505139,0,-0.0,1.0160176931015572,0.8293718133081317
2021-05-12,2.7957604017114175,5.54252789068503,-2.746767488973613,5196,0.00181117831000584,4.235985312514147,-0.0030283278595494,-0.0005074215265689,0.0034363575367044,5.54252789068503,-0.7745966692414842,0,-0.0,1.0160176931015572,0.8268602035399657
2021-05-13,1.9237048132961543,5.54252789068503,-3.6188230773888757,5727,0.00063966465240349,2.770207067858922,-0.0075721236002218,0.0036440445664158,0.0303216359283349,5.54252789068503,-0.6210590034081179,0,-0.0,1.0160176931015572,0.8205991158786565
2021-05-14,2.139910212642538,5.54252789068503,-3.4026176780424926,5726,0.00021186440677966,3.1359315451071184,0.0210151565956163,0.0026791955803279,-0.0273650728701148,5.54252789068503,-0.4743416490252569,0,0.0,1.0160176931015572,0.8378441348010708
2021-05-17,8.948506874024748,5.54252789068503,3.4059789833397174,5716,0.007227810706273011,14.821585438277328,0.0010222425828779,0.0045153874578697,-0.0264673177419278,5.54252789068503,-0.31622776601683794,0,0.0,1.0160176931015572,0.8387006147534789
2021-05-18,5.289229683637108,5.54252789068503,-0.2532982070479212,5182,0.00464956565871817,8.290516288769727,-0.0066619774827212,-0.0059621624151552,-0.0021335255468436,5.54252789068503,,0,-0.0,1.0160176931015572,0.8331132101432468
2021-05-19,1.716835998348349,5.54252789068503,-3.825691892336681,5309,0.00154946904946904,2.36099937532577,-0.0072638280350999,-0.0005220613760006,0.0208603269179385,5.54252789068503,,0,-0.0,1.0160176931015572,0.8270616190509962
2021-05-20,4.401349941721523,5.54252789068503,-1.1411779489635074,5748,0.00114018888533504,6.751479475261393,-0.0160714359646004,0.0055253622625401,-0.0106267067955323,5.54252789068503,,0,-0.0,1.0160176931015572,0.8137695512016394
2021-05-21,5.1157694232973006,5.54252789068503,-0.4267584673877292,5771,0.00129736996971115,8.148298235414071,0.0186804712150769,0.0081795745565815,-0.0019500899668924,5.54252789068503,,0,0.0,1.0160176931015572,0.8289711498785678
2021-05-24,12.67083717026988,5.54252789068503,7.128309279584849,5737,0.015059926798027059,21.291102942976643,0.0152775276333554,-0.0027807797576472,0.0221247198021068,5.54252789068503,,0,0.0,1.0160176931015572,0.8416357795280921
