signal,market,lag,lookback,threshold,mode,rows,trades,active_days,avg_daily_return,vol_daily,sharpe,cum_return,buy_hold_return,max_drawdown,hit_rate
unexplained_stress,ES_return,3,10,2.0,long_short,781,64,36,0.0002431489241070475,0.0025753809570474144,1.4987567170901974,0.20600612946778707,-0.39959141794042796,-0.02056585773829034,0.6388888888888888
unexplained_stress,ES_return,3,10,2.0,short_only,781,58,33,0.000207480598352101,0.002501013935424572,1.3169268447535027,0.1730526766429321,-0.39959141794042796,-0.02056585773829034,0.6060606060606061
unexplained_stress,ES_return,10,10,2.0,short_only,781,56,32,0.00019245714819289157,0.0025399041334140805,1.2028652864247642,0.15927718918543476,-0.39959141794042796,-0.022224019729906175,0.59375
unexplained_stress,ES_return,3,10,0.5,short_only,781,237,216,0.0004229128293028661,0.006186457445248427,1.0851982891632044,0.37069759629539223,-0.39959141794042796,-0.07906326462367064,0.5462962962962963
unexplained_stress,ES_return,3,20,0.5,short_only,781,221,205,0.0004101419521235265,0.006130049750923001,1.0621123661092855,0.35747231778703137,-0.39959141794042796,-0.09754331887936352,0.5463414634146342
unexplained_stress,ES_return,10,10,1.5,short_only,781,122,72,0.0002447051365743983,0.0037243223457527476,1.0430283028335956,0.20408565919315813,-0.39959141794042796,-0.028719307642622427,0.5277777777777778
unexplained_stress,ES_return,3,10,2.0,long_only,781,6,3,3.566832575494647e-05,0.0006263675562146255,0.90396942204292,0.02809204861896042,-0.39959141794042796,0.0,1.0
unexplained_stress,ES_return,10,40,2.0,long_only,781,6,4,6.830139901430397e-05,0.0012531875011593822,0.8651946296422137,0.05415438439987841,-0.39959141794042796,-0.0013037592019072841,0.75
unexplained_stress,ES_return,10,10,2.0,long_short,781,62,35,0.00014459698273600397,0.0027338742331360025,0.8396165090833603,0.11629968937428292,-0.39959141794042796,-0.024673611135022422,0.5714285714285714
unexplained_stress,ES_return,2,20,2.0,short_only,781,64,39,0.0001386208507691288,0.0026278369023834736,0.8373951153452331,0.11134873669465839,-0.39959141794042796,-0.03224281139268659,0.6153846153846154
unexplained_stress,ES_return,2,10,0.5,short_only,781,237,217,0.00030008110858360245,0.005791885696418867,0.822467874618116,0.24763510831740132,-0.39959141794042796,-0.1497387525236824,0.543778801843318
unexplained_stress,ES_return,2,20,2.0,long_short,781,70,42,0.00013921336382841855,0.0027004977609402644,0.8183467770886205,0.11169443918896049,-0.39959141794042796,-0.03224281139268659,0.6190476190476191
unexplained_stress,ES_return,2,20,1.5,short_only,781,108,75,0.0001798031859572549,0.0035341559994308594,0.8076290606129554,0.14517018517806424,-0.39959141794042796,-0.05267124624995245,0.56
unexplained_stress,ES_return,3,20,1.0,short_only,781,165,127,0.00023437851221080395,0.004670517778915008,0.7966233535389616,0.1906943584734322,-0.39959141794042796,-0.07976730938757037,0.5511811023622047
unexplained_stress,ES_return,3,10,1.0,short_only,781,189,144,0.00024688451131477465,0.004925688744985554,0.7956593117958225,0.20120892422681247,-0.39959141794042796,-0.05964977298217056,0.5416666666666666
unexplained_stress,ES_return,1,10,0.5,short_only,781,238,217,0.00031832788418088045,0.006367136398330609,0.7936532509095938,0.2621412140874759,-0.39959141794042796,-0.13240299526812938,0.511520737327189
unexplained_stress,ES_return,3,10,1.5,long_short,781,167,101,0.00020025176985358141,0.004131532585172262,0.7694235081692243,0.1615213144125971,-0.39959141794042796,-0.05793620877460204,0.5346534653465347
unexplained_stress,ES_return,3,20,0.5,long_short,781,386,480,0.00044914163802871766,0.009317144502428872,0.7652454530624035,0.372840982088545,-0.39959141794042796,-0.16898910113503407,0.5166666666666667
unexplained_stress,ES_return,5,20,2.0,long_only,781,6,3,2.155968307463406e-05,0.00046554169503981496,0.7351637075940756,0.016895205658368218,-0.39959141794042796,0.0,1.0
unexplained_stress,ES_return,3,20,1.0,long_short,781,284,226,0.00025458807373628133,0.0059583394027167055,0.6782863657233668,0.2031970816233153,-0.39959141794042796,-0.15505298699462233,0.5132743362831859
unexplained_stress,ES_return,3,20,1.5,short_only,781,107,75,0.00015779813121973805,0.003708463027536527,0.6754732774059758,0.1251012501079598,-0.39959141794042796,-0.056428845481938605,0.56
unexplained_stress,ES_return,5,40,2.0,long_only,781,6,4,3.285592073060308e-05,0.0007931401986694319,0.6576032496781149,0.025743490366796573,-0.39959141794042796,-0.0041212870975715354,0.75
unexplained_stress,ES_return,10,10,1.0,short_only,781,183,140,0.00022092384786688901,0.005346309450284429,0.6559772481274827,0.17517532973793615,-0.39959141794042796,-0.08090535631991869,0.4857142857142857
unexplained_stress,ES_return,10,40,1.0,short_only,781,132,114,0.0001994601494246195,0.0048270290309599595,0.6559587047775148,0.15799672715633206,-0.39959141794042796,-0.08020413632347911,0.5263157894736842
unexplained_stress,ES_return,10,40,0.5,short_only,781,190,194,0.0002507316100160073,0.0061275697869018295,0.6495627229018598,0.19863830248839998,-0.39959141794042796,-0.11728649533906277,0.5
unexplained_stress,ES_return,2,40,2.0,short_only,781,58,40,0.00010417133644972496,0.0025619008675418116,0.6454850462305305,0.08199628447518337,-0.39959141794042796,-0.045330409324502496,0.5
unexplained_stress,ES_return,2,20,1.5,long_short,781,147,102,0.00016481602789688096,0.004164842582684098,0.6282046150396452,0.12969540837543048,-0.39959141794042796,-0.058925385498786675,0.5392156862745098
unexplained_stress,ES_return,3,10,1.5,short_only,781,125,74,0.0001483982777797187,0.0037674560737743683,0.6252892089097237,0.11667943771633271,-0.39959141794042796,-0.05793620877460204,0.5540540540540541
unexplained_stress,ES_return,3,40,1.0,long_short,781,244,216,0.00024289505247453744,0.006224716684882805,0.6194401474653227,0.19076406461024642,-0.39959141794042796,-0.09161228443916536,0.5046296296296297
unexplained_stress,ES_return,1,20,1.0,long_short,781,285,227,0.00026142919714275886,0.00679475714316775,0.6107738303375664,0.20461875442703614,-0.39959141794042796,-0.1433588792866215,0.5154185022026432
unexplained_stress,ES_return,1,20,0.5,short_only,781,221,207,0.00023036780301987977,0.006105996774988784,0.598915400050832,0.1798627016288954,-0.39959141794042796,-0.14973595992262845,0.5072463768115942
unexplained_stress,ES_return,1,40,0.5,short_only,781,195,201,0.0002303859818186218,0.006205835284983347,0.5893266438338838,0.1793077108824086,-0.39959141794042796,-0.17219886834735465,0.5174129353233831
unexplained_stress,ES_return,2,10,1.0,short_only,781,190,144,0.00016789908173144092,0.004829717532896058,0.551857386182747,0.12977382106169588,-0.39959141794042796,-0.11786836794651079,0.5347222222222222
unexplained_stress,ES_return,2,20,1.0,short_only,781,165,128,0.00015657467684790027,0.004659187919004156,0.5334719231136603,0.12053392019058484,-0.39959141794042796,-0.10673953613173404,0.5234375
unexplained_stress,ES_return,3,40,0.5,short_only,781,195,199,0.00020234128014413001,0.0060493356554488995,0.5309786770469032,0.15458567663351563,-0.39959141794042796,-0.10780464101843301,0.5276381909547738
unexplained_stress,ES_return,7,10,2.0,long_only,781,6,3,1.6979267656963126e-05,0.0005092489436750653,0.52928439289595,0.013247020813014654,-0.39959141794042796,-0.005337538888143367,0.6666666666666666
unexplained_stress,ES_return,3,40,1.0,short_only,781,137,117,0.00014801475238145932,0.004475061871404732,0.5250567296141799,0.11381561869597046,-0.39959141794042796,-0.09032153387169195,0.5128205128205128
unexplained_stress,ES_return,2,40,2.0,long_short,781,64,44,8.825676253313829e-05,0.0027729626878279013,0.5052475740997614,0.06816286473293598,-0.39959141794042796,-0.07548014698242322,0.4772727272727273
unexplained_stress,ES_return,2,40,1.5,short_only,781,91,70,0.00011207171335483227,0.0035780489721255917,0.4972216168952893,0.08603859957915905,-0.39959141794042796,-0.07902955542466561,0.5142857142857142
unexplained_stress,ES_return,10,40,2.0,long_short,781,60,42,8.652482590724116e-05,0.0027624482300014183,0.4972180164627401,0.06674836313510513,-0.39959141794042796,-0.05953450584037079,0.5
