signal,market,lag,lookback,threshold,mode,rows,trades,active_days,avg_daily_return,vol_daily,sharpe,cum_return,buy_hold_return,max_drawdown,hit_rate
expected_stress,CL_return,1,10,1.5,short_only,781,34,34,0.000310599656786027,0.004411659986999669,1.1176329793040842,0.26497063938284593,-0.5214315086107231,-0.05923244112677384,0.5588235294117647
expected_stress,CL_return,10,10,2.0,short_only,781,34,17,0.00022937460107113773,0.003632889454533548,1.002290037895139,0.19016037138132025,-0.5214315086107231,-0.027504108660997617,0.7058823529411765
expected_stress,CL_return,1,20,2.0,short_only,781,34,51,0.0002786474761976516,0.00540259777205814,0.8187527073968248,0.22912296677398336,-0.5214315086107231,-0.07627909380232478,0.5490196078431373
expected_stress,CL_return,2,10,2.0,short_only,781,34,17,0.00016563057358871252,0.00323081497130307,0.8138206200919741,0.13351703090545408,-0.5214315086107231,-0.06936131106850618,0.5882352941176471
expected_stress,CL_return,1,10,2.0,short_only,781,34,17,0.00014496908319731446,0.003012086096772594,0.7640262521262529,0.11596968099578286,-0.5214315086107231,-0.024989310602116732,0.5294117647058824
expected_stress,CL_return,10,10,2.0,long_short,781,70,35,0.00021277573917546122,0.0052827108378207185,0.6393895575610746,0.16815019396286246,-0.5214315086107231,-0.0524691929303458,0.5714285714285714
expected_stress,CL_return,7,10,1.0,short_only,781,34,68,0.00025886303515960447,0.0067601515883052845,0.6078744291869157,0.20254529121209952,-0.5214315086107231,-0.12198017693475827,0.5588235294117647
expected_stress,CL_return,10,10,1.5,short_only,781,34,34,0.00016488282823717425,0.004351401718535539,0.6015150802404299,0.1291802166754228,-0.5214315086107231,-0.07320025131883157,0.5294117647058824
expected_stress,CL_return,1,10,1.0,short_only,781,34,68,0.000229285958957215,0.006704950325247479,0.5428529045790025,0.17533570723518466,-0.5214315086107231,-0.11428169302015168,0.5294117647058824
expected_stress,CL_return,2,20,1.0,short_only,781,34,153,0.00032815436822172355,0.009982711521313579,0.521831076516946,0.24293036180376215,-0.5214315086107231,-0.2529113694380454,0.5359477124183006
expected_stress,CL_return,2,10,1.5,short_only,781,34,34,0.00013367839300033714,0.004489343848578954,0.4726923962221372,0.10139458777879518,-0.5214315086107231,-0.08906999567890395,0.5588235294117647
expected_stress,CL_return,1,20,2.0,long_short,781,70,105,0.00023711453427420498,0.0081140465796705,0.463896343533628,0.17296637882901877,-0.5214315086107231,-0.1303793434071706,0.5142857142857142
expected_stress,CL_return,1,10,1.5,long_short,781,70,70,0.0001872900281846218,0.006825287583006325,0.43560611762576457,0.1366748964064859,-0.5214315086107231,-0.15105058813542038,0.5142857142857142
expected_stress,CL_return,7,20,1.5,short_only,781,34,85,0.00019437126232564099,0.007172187185452958,0.43021020687334416,0.14093057132871678,-0.5214315086107231,-0.16108416702738393,0.5176470588235295
expected_stress,CL_return,3,10,2.0,long_only,781,36,18,8.177668667795863e-05,0.003092120823483647,0.4198298611416564,0.06202418528090048,-0.5214315086107231,-0.05548941895240067,0.5
expected_stress,CL_return,1,20,1.0,short_only,781,34,153,0.00024374885034790045,0.009774763561152387,0.39585541052355516,0.16545016345339825,-0.5214315086107231,-0.24106780047461696,0.5163398692810458
expected_stress,CL_return,2,10,1.5,long_short,781,70,70,0.00016892385854468456,0.006796971903012005,0.394526144811606,0.12067067383236463,-0.5214315086107231,-0.1324682225590118,0.5428571428571428
expected_stress,CL_return,7,10,2.0,long_only,781,36,18,7.195275233981986e-05,0.0030195722228620724,0.37827031404603007,0.054073448918467104,-0.5214315086107231,-0.05580784467173716,0.6111111111111112
expected_stress,CL_return,2,10,2.0,long_short,781,70,35,0.00011909935245510127,0.005190262218696329,0.36426745466148197,0.08599721618267608,-0.5214315086107231,-0.17276512634848074,0.5714285714285714
expected_stress,CL_return,1,20,1.5,short_only,781,34,85,0.00016226682206596792,0.007331705371990612,0.35133789652550346,0.1115751607230524,-0.5214315086107231,-0.14686068143624442,0.5176470588235295
expected_stress,CL_return,1,40,2.0,short_only,781,16,48,0.0001368239655270574,0.006279719087141035,0.3458774328802759,0.0957583943521183,-0.5214315086107231,-0.16942357747328574,0.5833333333333334
expected_stress,CL_return,5,10,0.5,short_only,781,34,119,0.00017934571962785966,0.008338237585232704,0.34144206229834095,0.11968287868019423,-0.5214315086107231,-0.22274013190753472,0.5126050420168067
expected_stress,CL_return,1,40,1.5,short_only,781,20,89,0.00018550226012090102,0.008780359993004807,0.3353799946548843,0.1217114740613372,-0.5214315086107231,-0.2607280139009148,0.5280898876404494
expected_stress,CL_return,7,10,1.0,long_short,781,70,140,0.0001801092588780152,0.00956465738133796,0.2989282033716015,0.11095237102451572,-0.5214315086107231,-0.22092776207546316,0.5071428571428571
expected_stress,CL_return,1,10,0.5,short_only,781,34,119,0.00014678663843257502,0.008864423060676273,0.26286715227022645,0.08758830581052957,-0.5214315086107231,-0.2226568614357598,0.5042016806722689
expected_stress,CL_return,5,10,2.0,long_only,781,36,18,4.3484330726143024e-05,0.002819732559637565,0.2448077381726875,0.03137295711161858,-0.5214315086107231,-0.0710206377000081,0.4444444444444444
expected_stress,CL_return,1,10,2.0,long_short,781,70,35,6.81906757295205e-05,0.004434184530083245,0.24412457599328488,0.04666465021148314,-0.5214315086107231,-0.05762091127447111,0.45714285714285713
expected_stress,CL_return,2,40,1.5,short_only,781,20,89,0.0001254053737306097,0.008599548270174144,0.2314945540428393,0.07155040377726585,-0.5214315086107231,-0.2404326854228761,0.550561797752809
expected_stress,CL_return,2,20,2.0,short_only,781,34,51,8.431687575990048e-05,0.005992342966813343,0.22336653875329734,0.05319680924165393,-0.5214315086107231,-0.13508939402214093,0.5294117647058824
