date,hub,n_flights,n_operating,n_cancelled,n_diverted,cancel_rate,divert_rate,avg_dep_delay,avg_arr_delay,frac_delay_30,frac_delay_60,avg_weather_delay,pct_weather_delay,avg_nas_delay,pct_nas_delay,avg_carrier_delay,pct_carrier_delay,avg_late_aircraft_delay,pct_late_aircraft_delay
2021-01-17,ATL,656,656,0,0,0.0,0.0,-0.3429878048780488,-7.6814024390243905,0.03048780487804878,0.012195121951219513,0.0,0.0,0.7560975609756098,0.019817073170731708,0.8978658536585366,0.022865853658536585,0.698170731707317,0.010670731707317074
2021-01-18,ATL,755,755,0,0,0.0,0.0,-1.5814569536423841,-5.43841059602649,0.018543046357615896,0.007947019867549669,0.0,0.0,0.3258278145695364,0.02119205298013245,1.180132450331126,0.025165562913907286,0.08079470198675497,0.003973509933774834
2021-01-19,ATL,661,658,3,0,0.0045385779122541605,0.0,-2.427051671732523,-8.027355623100304,0.019756838905775075,0.0121580547112462,0.0,0.0,0.44376899696048633,0.025835866261398176,1.3951367781155015,0.025835866261398176,0.0,0.0
2021-01-20,ATL,666,666,0,0,0.0,0.0,-3.9864864864864864,-6.854354354354355,0.009009009009009009,0.006006006006006006,0.0,0.0,1.2132132132132132,0.052552552552552555,0.5075075075075075,0.015015015015015015,0.012012012012012012,0.003003003003003003
2021-01-21,ATL,771,770,1,0,0.0012970168612191958,0.0,-2.825974025974026,-5.314285714285714,0.016883116883116882,0.011688311688311689,0.0,0.0,0.6337662337662338,0.03766233766233766,1.0311688311688312,0.01948051948051948,0.2012987012987013,0.005194805194805195
2021-01-22,ATL,772,772,0,1,0.0,0.0012953367875647669,-2.8303108808290154,-6.950777202072539,0.01683937823834197,0.009067357512953367,0.054404145077720206,0.0012953367875647669,0.8173575129533679,0.04145077720207254,0.9015544041450777,0.02072538860103627,0.07772020725388601,0.0025906735751295338
2021-01-23,ATL,622,622,0,0,0.0,0.0,-1.062700964630225,-5.631832797427653,0.022508038585209004,0.02090032154340836,0.5144694533762058,0.00482315112540193,0.590032154340836,0.03697749196141479,2.081993569131833,0.028938906752411574,0.06270096463022508,0.003215434083601286
2021-01-24,ATL,770,769,1,2,0.0012987012987012987,0.0025974025974025974,-0.15734720416124837,-5.5149544863459035,0.0247074122236671,0.009102730819245773,0.8764629388816645,0.002600780234070221,0.8543563068920677,0.04161248374512354,1.306892067620286,0.031209362808842653,0.4226267880364109,0.009102730819245773
2021-01-25,ATL,755,751,4,1,0.005298013245033113,0.0013245033112582781,2.015978695073236,-4.765645805592543,0.022636484687083888,0.018641810918774968,4.041278295605859,0.009320905459387484,0.4394141145139814,0.019973368841544607,0.9920106524633822,0.019973368841544607,0.2822902796271638,0.009320905459387484
2021-01-26,ATL,654,653,1,1,0.0015290519877675841,0.0015290519877675841,0.8437978560490046,-4.914241960183767,0.027565084226646247,0.013782542113323124,3.0168453292496173,0.007656967840735069,0.5359877488514548,0.026033690658499236,0.8055130168453293,0.02450229709035222,0.40888208269525267,0.009188361408882083
2021-01-27,ATL,666,666,0,2,0.0,0.003003003003003003,-2.43993993993994,-7.506006006006006,0.021021021021021023,0.003003003003003003,0.0,0.0,0.972972972972973,0.057057057057057055,0.8453453453453453,0.03453453453453453,0.12612612612612611,0.006006006006006006
2021-01-28,ATL,770,767,3,1,0.003896103896103896,0.0012987012987012987,-0.8657105606258149,-4.169491525423729,0.03389830508474576,0.011734028683181226,0.018252933507170794,0.001303780964797914,0.5958279009126467,0.04563233376792699,2.213820078226858,0.03650586701434159,0.2907431551499348,0.007822685788787484
2021-01-29,ATL,770,769,1,0,0.0012987012987012987,0.0,-1.4187256176853056,-5.158647594278284,0.02600780234070221,0.013003901170351105,0.11313394018205461,0.002600780234070221,0.8439531859557867,0.036410923276983094,1.2288686605981796,0.032509752925877766,0.33159947984395316,0.007802340702210663
2021-01-30,ATL,622,621,1,2,0.001607717041800643,0.003215434083601286,0.037037037037037035,-6.217391304347826,0.028985507246376812,0.01610305958132045,1.6650563607085347,0.004830917874396135,1.4814814814814814,0.033816425120772944,1.2077294685990339,0.02576489533011272,0.0,0.0
2021-01-31,ATL,775,762,13,3,0.016774193548387096,0.003870967741935484,5.942257217847769,1.7847769028871392,0.06167979002624672,0.03412073490813648,1.8818897637795275,0.005249343832020997,2.5144356955380576,0.07086614173228346,2.540682414698163,0.06167979002624672,1.0931758530183726,0.03280839895013123
2021-02-01,ATL,768,723,45,0,0.05859375,0.0,-0.603042876901798,-4.634854771784233,0.029045643153526972,0.012448132780082987,0.07607192254495158,0.0013831258644536654,0.7952973720608575,0.04149377593360996,1.6030428769017981,0.034578146611341634,0.47164591977869985,0.012448132780082987
2021-02-02,ATL,669,661,8,0,0.01195814648729447,0.0,-2.3207261724659607,-6.426626323751891,0.018154311649016642,0.007564296520423601,0.07110438729198185,0.0030257186081694403,0.4962178517397882,0.02723146747352496,1.146747352496218,0.024205748865355523,0.2178517397881997,0.007564296520423601
2021-02-03,ATL,671,670,1,0,0.0014903129657228018,0.0,-2.564179104477612,-5.988059701492538,0.020895522388059702,0.013432835820895522,0.022388059701492536,0.0014925373134328358,0.5447761194029851,0.03731343283582089,1.3701492537313433,0.034328358208955224,0.2626865671641791,0.004477611940298508
2021-02-04,ATL,782,776,6,2,0.0076726342710997444,0.0025575447570332483,-0.28737113402061853,-3.435567010309278,0.03479381443298969,0.015463917525773196,0.3646907216494845,0.003865979381443299,1.222938144329897,0.055412371134020616,1.5167525773195876,0.045103092783505154,0.5554123711340206,0.01288659793814433
2021-02-05,ATL,782,781,1,2,0.0012787723785166241,0.0025575447570332483,-0.6107554417413572,-5.087067861715749,0.024327784891165175,0.008962868117797696,0.12163892445582586,0.0012804097311139564,0.5352112676056338,0.03329065300896287,1.8028169014084507,0.03713188220230474,0.15749039692701663,0.006402048655569782
2021-02-06,ATL,634,634,0,3,0.0,0.00473186119873817,-0.6041009463722398,-6.605678233438486,0.026813880126182965,0.00946372239747634,0.07255520504731862,0.00473186119873817,0.6529968454258676,0.04416403785488959,1.413249211356467,0.03943217665615142,0.07413249211356467,0.00473186119873817
2021-02-07,ATL,670,665,5,1,0.007462686567164179,0.0014925373134328358,-0.3744360902255639,-4.320300751879699,0.03308270676691729,0.013533834586466165,0.34135338345864663,0.0030075187969924814,0.9714285714285714,0.04360902255639098,1.1037593984962406,0.039097744360902256,0.7082706766917293,0.021052631578947368
2021-02-08,ATL,770,769,1,0,0.0012987012987012987,0.0,-0.6124837451235371,-5.863459037711314,0.027308192457737322,0.010403120936280884,0.027308192457737322,0.0013003901170351106,0.7685305591677504,0.045513654096228866,1.6332899869960988,0.0494148244473342,0.10143042912873862,0.009102730819245773
2021-02-09,ATL,668,668,0,1,0.0,0.0014970059880239522,0.5434131736526946,-6.276946107784431,0.040419161676646706,0.019461077844311378,1.9550898203592815,0.005988023952095809,0.4296407185628742,0.02844311377245509,1.6347305389221556,0.041916167664670656,0.17964071856287425,0.0074850299401197605
2021-02-10,ATL,677,668,9,1,0.013293943870014771,0.0014771048744460858,3.681137724550898,-5.0104790419161676,0.0374251497005988,0.019461077844311378,3.3607784431137726,0.0074850299401197605,0.41916167664670656,0.020958083832335328,2.3622754491017965,0.025449101796407185,0.20958083832335328,0.0074850299401197605
2021-02-11,ATL,789,787,2,4,0.0025348542458808617,0.005069708491761723,6.668360864040661,2.1092757306226178,0.07496823379923762,0.03303684879288437,1.1918678526048285,0.007623888182973317,1.7166454891994918,0.08259212198221093,2.6607369758576875,0.07750952986022872,1.5667090216010164,0.05844980940279543
2021-02-12,ATL,790,788,2,1,0.002531645569620253,0.0012658227848101266,2.8718274111675126,-3.3236040609137056,0.046954314720812185,0.015228426395939087,0.5888324873096447,0.0025380710659898475,0.6954314720812182,0.04060913705583756,1.2741116751269035,0.046954314720812185,1.3908629441624365,0.02918781725888325
2021-02-13,ATL,644,628,16,2,0.024844720496894408,0.003105590062111801,8.270700636942674,-1.0652866242038217,0.08121019108280254,0.041401273885350316,1.7563694267515924,0.007961783439490446,1.6544585987261147,0.05573248407643312,2.5812101910828025,0.07484076433121019,1.2595541401273886,0.03980891719745223
2021-02-14,ATL,673,629,44,0,0.06537890044576523,0.0,7.319554848966614,-2.2988871224165344,0.10015898251192369,0.04769475357710652,0.615262321144674,0.009538950715421303,1.465818759936407,0.05087440381558029,3.585055643879173,0.08744038155802862,1.3195548489666136,0.05087440381558029
2021-02-15,ATL,783,659,124,3,0.1583652618135377,0.0038314176245210726,18.80576631259484,10.901365705614568,0.11380880121396054,0.0622154779969651,5.755690440060698,0.03338391502276176,3.690440060698027,0.09559939301972686,6.819423368740516,0.09408194233687406,1.817905918057663,0.0622154779969651
2021-02-16,ATL,676,593,83,0,0.1227810650887574,0.0,9.645868465430016,11.456998313659359,0.1163575042158516,0.06745362563237774,1.7571669477234402,0.026981450252951095,7.522765598650928,0.16020236087689713,3.5986509274873524,0.1163575042158516,3.590219224283305,0.08263069139966273
2021-02-17,ATL,683,613,70,1,0.10248901903367497,0.0014641288433382138,4.763458401305057,-3.5807504078303425,0.0636215334420881,0.026101141924959218,2.5513866231647633,0.011419249592169658,1.0505709624796085,0.05057096247960848,2.0587275693311584,0.05546492659053834,0.6916802610114192,0.021207177814029365
2021-02-18,ATL,788,713,75,1,0.09517766497461928,0.0012690355329949238,14.124824684431978,7.08835904628331,0.12061711079943899,0.05329593267882188,4.7994389901823284,0.014025245441795231,1.4109396914446002,0.061711079943899017,5.124824684431977,0.11079943899018233,2.1164095371669003,0.07012622720897616
2021-02-19,ATL,788,763,25,1,0.031725888324873094,0.0012690355329949238,6.108781127129751,0.7536041939711664,0.08650065530799476,0.0327653997378768,1.1952817824377457,0.003931847968545216,1.2398427260812581,0.08387942332896461,2.695937090432503,0.09174311926605505,2.2673656618610747,0.057667103538663174
2021-02-20,ATL,645,637,8,0,0.012403100775193798,0.0,3.259026687598116,-0.19937205651491366,0.04709576138147567,0.02197802197802198,0.03924646781789639,0.0015698587127158557,0.9340659340659341,0.058084772370486655,4.544740973312402,0.07692307692307693,0.2260596546310832,0.01098901098901099
2021-02-21,ATL,787,785,2,0,0.0025412960609911056,0.0,0.7974522292993631,-5.698089171974522,0.02929936305732484,0.017834394904458598,0.5592356687898089,0.0012738853503184713,0.3414012738853503,0.017834394904458598,1.2076433121019108,0.024203821656050957,0.6802547770700637,0.011464968152866241
2021-02-22,ATL,779,778,1,6,0.0012836970474967907,0.007702182284980745,0.7686375321336761,-5.0115681233933165,0.03984575835475578,0.016709511568123392,0.8496143958868895,0.0038560411311053984,0.5077120822622108,0.033419023136246784,1.7146529562982005,0.03984575835475578,0.2390745501285347,0.015424164524421594
2021-02-23,ATL,676,676,0,0,0.0,0.0,-2.3136094674556213,-8.33284023668639,0.01775147928994083,0.0073964497041420114,0.0,0.0,0.1952662721893491,0.016272189349112426,1.264792899408284,0.028106508875739646,0.0,0.0
2021-02-24,ATL,683,683,0,0,0.0,0.0,-0.49633967789165445,-7.101024890190336,0.024890190336749635,0.01171303074670571,0.0,0.0,0.6925329428989752,0.01903367496339678,2.055636896046852,0.03074670571010249,0.021961932650073207,0.0014641288433382138
2021-02-25,ATL,788,788,0,0,0.0,0.0,-0.031725888324873094,-5.812182741116751,0.0266497461928934,0.015228426395939087,0.0,0.0,0.3464467005076142,0.02284263959390863,2.048223350253807,0.04060913705583756,0.1802030456852792,0.008883248730964468
2021-02-26,ATL,788,788,0,1,0.0,0.0012690355329949238,-0.2982233502538071,-5.241116751269035,0.024111675126903553,0.013959390862944163,0.0266497461928934,0.0012690355329949238,0.8439086294416244,0.04949238578680203,1.6269035532994924,0.04187817258883249,0.14720812182741116,0.011421319796954314
2021-02-27,ATL,645,645,0,2,0.0,0.0031007751937984496,-0.25116279069767444,-4.306976744186047,0.02945736434108527,0.012403100775193798,0.09612403100775194,0.0031007751937984496,1.186046511627907,0.06666666666666667,1.2294573643410853,0.03875968992248062,0.7193798449612403,0.020155038759689922
2021-02-28,ATL,787,786,1,4,0.0012706480304955528,0.005082592121982211,2.9389312977099236,0.7531806615776081,0.04071246819338423,0.022900763358778626,1.5877862595419847,0.008905852417302799,1.3575063613231553,0.06615776081424936,2.657760814249364,0.054707379134860054,0.6539440203562341,0.01653944020356234
2021-03-01,ATL,782,781,1,1,0.0012787723785166241,0.0012787723785166241,1.1600512163892445,-3.641485275288092,0.03841229193341869,0.015364916773367477,0.0,0.0,0.5928297055057619,0.03969270166453265,2.3162612035851473,0.05377720870678617,0.6414852752880922,0.014084507042253521
2021-03-02,ATL,731,731,0,0,0.0,0.0,-0.6087551299589603,-8.735978112175102,0.025991792065663474,0.009575923392612859,0.0,0.0,0.3625170998632011,0.02188782489740082,2.0136798905608755,0.03419972640218878,0.06976744186046512,0.0013679890560875513
2021-03-03,ATL,744,744,0,0,0.0,0.0,-1.918010752688172,-8.870967741935484,0.021505376344086023,0.006720430107526882,0.0,0.0,0.20833333333333334,0.01478494623655914,1.2876344086021505,0.036290322580645164,0.07526881720430108,0.002688172043010753
2021-03-04,ATL,864,864,0,2,0.0,0.0023148148148148147,-1.5856481481481481,-7.8032407407407405,0.020833333333333332,0.006944444444444444,0.0,0.0,0.16550925925925927,0.013888888888888888,1.369212962962963,0.024305555555555556,0.09027777777777778,0.003472222222222222
2021-03-05,ATL,866,861,5,1,0.005773672055427252,0.0011547344110854503,-1.0150987224157957,-7.678281068524971,0.022067363530778164,0.013937282229965157,0.0,0.0,0.19744483159117304,0.016260162601626018,1.6260162601626016,0.029036004645760744,0.06504065040650407,0.005807200929152149
2021-03-06,ATL,734,734,0,0,0.0,0.0,-1.119891008174387,-9.536784741144414,0.02997275204359673,0.013623978201634877,0.0,0.0,0.388283378746594,0.021798365122615803,1.318801089918256,0.03678474114441417,0.22888283378746593,0.008174386920980926
2021-03-07,ATL,877,877,0,1,0.0,0.0011402508551881414,2.2234891676168758,-4.231470923603193,0.052451539338654506,0.019384264538198404,0.0,0.0,0.5496009122006842,0.046750285062713795,2.7001140250855187,0.06955530216647662,1.0296465222348916,0.026225769669327253
2021-03-08,ATL,874,874,0,0,0.0,0.0,-0.16018306636155608,-6.466819221967963,0.021739130434782608,0.011441647597254004,0.0,0.0,0.3318077803203661,0.02745995423340961,1.9302059496567505,0.04004576659038902,0.18649885583524028,0.005720823798627002
2021-03-09,ATL,747,746,1,1,0.0013386880856760374,0.0013386880856760374,-2.2761394101876675,-9.85656836461126,0.01742627345844504,0.010723860589812333,0.0,0.0,0.2801608579088472,0.00938337801608579,1.032171581769437,0.020107238605898123,0.1487935656836461,0.002680965147453083
2021-03-10,ATL,764,764,0,0,0.0,0.0,-2.7159685863874348,-9.577225130890053,0.013089005235602094,0.006544502617801047,0.011780104712041885,0.0013089005235602095,0.2643979057591623,0.017015706806282723,0.9018324607329843,0.020942408376963352,0.06282722513089005,0.0013089005235602095
2021-03-11,ATL,897,897,0,1,0.0,0.0011148272017837235,-1.0066889632107023,-5.478260869565218,0.023411371237458192,0.006688963210702341,0.0,0.0,0.41025641025641024,0.026755852842809364,1.2118171683389074,0.03567447045707915,0.25418060200668896,0.006688963210702341
2021-03-12,ATL,903,903,0,1,0.0,0.0011074197120708748,0.2469545957918051,-5.423034330011074,0.028792912513842746,0.008859357696566999,0.0,0.0,1.008859357696567,0.023255813953488372,1.4717607973421927,0.04318936877076412,0.3798449612403101,0.012181616832779624
2021-03-13,ATL,787,782,5,2,0.0063532401524777635,0.0025412960609911056,1.0230179028132993,-4.970588235294118,0.04475703324808184,0.01918158567774936,0.12915601023017903,0.0038363171355498722,0.48721227621483376,0.024296675191815855,2.5869565217391304,0.052429667519181586,0.35038363171355497,0.010230179028132993
2021-03-14,ATL,900,884,16,3,0.017777777777777778,0.0033333333333333335,0.33597285067873306,-8.164027149321267,0.03167420814479638,0.013574660633484163,0.06787330316742081,0.0011312217194570137,0.17307692307692307,0.01583710407239819,1.3631221719457014,0.038461538461538464,0.2149321266968326,0.012443438914027148
2021-03-15,ATL,894,881,13,5,0.0145413870246085,0.005592841163310962,2.9296254256526675,-5.34733257661748,0.053348467650397274,0.03064699205448354,0.5244040862656073,0.0056753688989784334,0.5414301929625426,0.022701475595913734,1.7763904653802498,0.04199772985244041,1.833144154370034,0.028376844494892167
2021-03-16,ATL,786,785,1,1,0.001272264631043257,0.001272264631043257,2.397452229299363,-4.602547770700637,0.0535031847133758,0.014012738853503185,0.0,0.0,0.4280254777070064,0.03821656050955414,1.9171974522292994,0.06496815286624204,1.2484076433121019,0.035668789808917196
2021-03-17,ATL,800,796,4,2,0.005,0.0025,5.82286432160804,3.6394472361809047,0.08919597989949749,0.04020100502512563,0.4321608040201005,0.0037688442211055275,3.7814070351758793,0.11180904522613065,3.0766331658291457,0.0992462311557789,1.8228643216080402,0.06658291457286432
2021-03-18,ATL,902,901,1,2,0.0011086474501108647,0.0022172949002217295,10.882352941176471,6.1165371809100995,0.11986681465038845,0.05216426193118757,0.5449500554938956,0.008879023307436182,2.388457269700333,0.1220865704772475,4.993340732519423,0.12763596004439512,3.09322974472808,0.08879023307436182
2021-03-19,ATL,906,906,0,1,0.0,0.0011037527593818985,0.8344370860927153,-6.621412803532009,0.029801324503311258,0.008830022075055188,0.0,0.0,0.32671081677704195,0.024282560706401765,1.6026490066225165,0.04415011037527594,0.7759381898454746,0.016556291390728478
2021-03-20,ATL,791,791,0,0,0.0,0.0,0.7395701643489254,-8.154235145385588,0.045512010113780026,0.010113780025284451,0.0,0.0,0.8255372945638433,0.029077117572692796,1.0783817951959545,0.045512010113780026,0.5663716814159292,0.01390644753476612
2021-03-21,ATL,900,900,0,1,0.0,0.0011111111111111111,0.9244444444444444,-6.84,0.035555555555555556,0.013333333333333334,0.0,0.0,0.33666666666666667,0.021111111111111112,1.5855555555555556,0.04,0.36777777777777776,0.015555555555555555
2021-03-22,ATL,894,893,1,1,0.0011185682326621924,0.0011185682326621924,0.0929451287793953,-9.573348264277715,0.023516237402015677,0.007838745800671893,0.022396416573348264,0.0011198208286674132,0.3706606942889138,0.015677491601343786,1.1287793952967524,0.027995520716685332,0.3236282194848824,0.007838745800671893
2021-03-23,ATL,787,787,0,4,0.0,0.005082592121982211,0.04193138500635324,-9.44853875476493,0.03176620076238882,0.01397712833545108,0.0698856416772554,0.0012706480304955528,0.3761118170266836,0.021601016518424398,1.6086404066073698,0.03939008894536213,0.1372299872935197,0.0038119440914866584
2021-03-24,ATL,799,799,0,2,0.0,0.0025031289111389237,-0.13266583229036297,-9.7909887359199,0.023779724655819776,0.012515644555694618,0.0,0.0,0.29411764705882354,0.011264080100125156,2.2052565707133915,0.02252816020025031,0.10888610763454318,0.006257822277847309
2021-03-25,ATL,902,902,0,2,0.0,0.0022172949002217295,17.338137472283815,29.148558758314856,0.17738359201773837,0.08980044345898004,4.508869179600887,0.05432372505543237,15.61529933481153,0.38137472283813745,6.703991130820399,0.16851441241685144,4.3957871396895785,0.14412416851441243
2021-03-26,ATL,906,906,0,5,0.0,0.005518763796909493,4.823399558498896,0.336644591611479,0.076158940397351,0.02207505518763797,0.2119205298013245,0.005518763796909493,1.9779249448123621,0.09492273730684327,2.9746136865342163,0.09050772626931568,0.9415011037527594,0.039735099337748346
2021-03-27,ATL,797,797,0,4,0.0,0.005018820577164366,8.954830614805521,4.559598494353827,0.10163111668757842,0.04265997490589712,0.6386449184441656,0.010037641154328732,2.015056461731493,0.10037641154328733,4.32245922208281,0.10163111668757842,2.2697616060225845,0.06148055207026349
2021-03-28,ATL,898,896,2,1,0.0022271714922048997,0.0011135857461024498,7.905133928571429,8.738839285714286,0.1171875,0.027901785714285716,0.26674107142857145,0.0078125,5.345982142857143,0.19196428571428573,4.207589285714286,0.14397321428571427,2.4720982142857144,0.1015625
2021-03-29,ATL,894,893,1,0,0.0011185682326621924,0.0,-0.19260918253079506,-8.695408734602463,0.02463605823068309,0.007838745800671893,0.0,0.0,0.2732362821948488,0.0167973124300112,1.7838745800671894,0.0335946248600224,0.13101903695408734,0.008958566629339306
2021-03-30,ATL,789,789,0,1,0.0,0.0012674271229404308,-1.149556400506971,-8.929024081115337,0.022813688212927757,0.011406844106463879,0.0,0.0,0.3269961977186312,0.01394169835234474,0.9480354879594424,0.022813688212927757,0.26489226869455007,0.010139416983523447
2021-03-31,ATL,803,803,0,2,0.0,0.0024906600249066002,2.4694894146948942,-0.31880448318804483,0.05603985056039851,0.024906600249066,0.0460772104607721,0.0024906600249066002,1.6774595267745953,0.08468244084682441,2.8779576587795765,0.08094645080946451,0.6400996264009963,0.033623910336239106
2021-04-01,ATL,904,903,1,1,0.0011061946902654867,0.0011061946902654867,8.564784053156146,6.745293466223699,0.08527131782945736,0.042081949058693245,0.2248062015503876,0.006644518272425249,2.768549280177187,0.132890365448505,3.087486157253599,0.09966777408637874,4.246954595791805,0.06533776301218161
2021-04-02,ATL,907,906,1,1,0.0011025358324145535,0.0011025358324145535,3.173289183222958,-2.782560706401766,0.04525386313465784,0.02207505518763797,0.0,0.0,0.6368653421633554,0.04856512141280353,3.355408388520971,0.0717439293598234,0.8730684326710817,0.013245033112582781
2021-04-03,ATL,803,800,3,0,0.0037359900373599006,0.0,3.2775,-5.83125,0.05875,0.02125,0.0,0.0,0.10375,0.01375,3.4675,0.065,0.46875,0.01625
2021-04-04,ATL,902,878,24,1,0.026607538802660754,0.0011086474501108647,2.875854214123007,-5.348519362186789,0.05922551252847381,0.02164009111617312,0.0,0.0,0.2847380410022779,0.02733485193621868,2.7391799544419135,0.07175398633257403,0.4271070615034169,0.014806378132118452
2021-04-05,ATL,895,893,2,0,0.0022346368715083797,0.0,1.4882418812989922,-6.826427771556551,0.03583426651735722,0.011198208286674132,0.0,0.0,0.2933930571108623,0.02463605823068309,1.6270996640537514,0.04591265397536394,0.3818589025755879,0.013437849944008958
2021-04-06,ATL,784,784,0,0,0.0,0.0,-0.6479591836734694,-9.014030612244898,0.025510204081632654,0.007653061224489796,0.0,0.0,0.16326530612244897,0.01020408163265306,0.9464285714285714,0.03188775510204082,0.14158163265306123,0.00510204081632653
2021-04-07,ATL,801,801,0,1,0.0,0.0012484394506866417,1.5280898876404494,-3.84019975031211,0.03745318352059925,0.0149812734082397,0.03245942571785269,0.0012484394506866417,1.0312109862671661,0.04868913857677903,3.15980024968789,0.046192259675405745,0.5318352059925093,0.0149812734082397
2021-04-08,ATL,905,905,0,0,0.0,0.0,1.5535911602209944,-5.155801104972376,0.041988950276243095,0.014364640883977901,0.0,0.0,0.4607734806629834,0.028729281767955802,2.74475138121547,0.061878453038674036,0.2850828729281768,0.012154696132596685
2021-04-09,ATL,910,908,2,2,0.002197802197802198,0.002197802197802198,2.6288546255506606,-2.8876651982378854,0.04955947136563876,0.019823788546255508,0.0,0.0,0.9140969162995595,0.05066079295154185,2.657488986784141,0.05616740088105727,0.9405286343612335,0.03524229074889868
2021-04-10,ATL,795,793,2,1,0.0025157232704402514,0.0012578616352201257,4.39344262295082,-2.5334174022698615,0.07818411097099622,0.025220680958385876,0.06809583858764187,0.0012610340479192938,1.9583858764186632,0.07818411097099622,2.44640605296343,0.07818411097099622,1.8436317780580076,0.044136191677175286
